Date,Temperature,Humidity,Co2_levels,Location,Wind_speed,Rainfall,Pressure,Day,Month,Year,Day_of_Week,Is_Rainy,Feels_Hot,High_CO2,Humidity_Level
12/1/2046,26.8,74,412.3,Karachi,18,0.1,1011,1,12,2046,5,1,0,0,Moderate
12/2/2046,25.3,77,415.5,Karachi,5,0.1,1014,2,12,2046,6,1,0,1,Moderate
12/3/2046,28.7,84,413.1,Karachi,13,0.2,1008,3,12,2046,0,1,0,0,High
12/4/2046,20.7,71,412.9,Karachi,17,0.2,1012,4,12,2046,1,1,0,0,Moderate
12/5/2046,27.4,85,413.2,Karachi,9,0.1,1014,5,12,2046,2,1,0,0,High
12/6/2046,27.4,70,414.8,Karachi,6,0.1,1009,6,12,2046,3,1,0,0,Moderate
12/7/2046,23.9,71,417.4,Karachi,7,0.1,1010,7,12,2046,4,1,0,1,Moderate
12/8/2046,25.2,78,415,Karachi,15,0,1011,8,12,2046,5,0,0,0,Moderate
12/9/2046,30.4,81,415.2,Karachi,9,0.1,1009,9,12,2046,6,1,1,1,High
12/10/2046,28.7,87,414.3,Karachi,16,0,1011,10,12,2046,0,0,0,0,High
12/11/2046,28.3,80,413.5,Karachi,6,0.2,1012,11,12,2046,1,1,0,0,Moderate
12/12/2046,28.9,79,417.7,Karachi,18,0.6,1010,12,12,2046,2,1,0,1,Moderate
12/13/2046,28.3,83,417.2,Karachi,16,0.3,1010,13,12,2046,3,1,0,1,High
12/14/2046,31.7,76,421.1,Karachi,17,0,1011,14,12,2046,4,0,1,1,Moderate
12/15/2046,28.4,81,416.8,Karachi,18,0.1,1009,15,12,2046,5,1,0,1,High
12/16/2046,23.6,74,413.5,Karachi,16,0,1009,16,12,2046,6,0,0,0,Moderate
12/17/2046,32.9,80,412.3,Karachi,7,0,1007,17,12,2046,0,0,1,0,Moderate
12/18/2046,29.1,79,417.9,Karachi,12,0.1,1010,18,12,2046,1,1,0,1,Moderate
12/19/2046,26.2,76,412.6,Karachi,17,0.1,1011,19,12,2046,2,1,0,0,Moderate
12/20/2046,24.2,81,417.4,Karachi,10,0,1009,20,12,2046,3,0,0,1,High
12/21/2046,29.2,81,412.7,Karachi,16,0.1,1008,21,12,2046,4,1,0,0,High
12/22/2046,27.6,86,416,Karachi,6,0.1,1010,22,12,2046,5,1,0,1,High
12/23/2046,32.7,72,411.8,Karachi,6,0,1011,23,12,2046,6,0,1,0,Moderate
12/24/2046,27,80,417.3,Karachi,5,0,1010,24,12,2046,0,0,0,1,Moderate
12/25/2046,25.5,76,411.3,Karachi,11,0.1,1017,25,12,2046,1,1,0,0,Moderate
12/26/2046,30.7,84,415.8,Karachi,10,0.1,1008,26,12,2046,2,1,1,1,High
12/27/2046,30.8,84,414.4,Karachi,17,0.1,1010,27,12,2046,3,1,1,0,High
12/28/2046,28.5,83,415.3,Karachi,17,0,1012,28,12,2046,4,0,0,1,High
12/29/2046,30,76,413.8,Karachi,10,0,1008,29,12,2046,5,0,0,0,Moderate
12/30/2046,27.9,84,413.7,Karachi,9,0,1016,30,12,2046,6,0,0,0,High
12/31/2046,28.7,72,415.5,Karachi,7,0,1010,31,12,2046,0,0,0,1,Moderate
1/1/2047,31.5,71,412,Karachi,12,0,1012,1,1,2047,1,0,1,0,Moderate
1/2/2047,29.9,74,412,Karachi,7,0.2,1010,2,1,2047,2,1,0,0,Moderate
1/3/2047,27.5,80,413.9,Karachi,9,0,1013,3,1,2047,3,0,0,0,Moderate
1/4/2047,32.1,83,413.8,Karachi,12,0,1007,4,1,2047,4,0,1,0,High
1/5/2047,20.9,65,412,Karachi,18,0,1015,5,1,2047,5,0,0,0,Moderate
1/6/2047,34.2,87,417.8,Karachi,16,0.1,1011,6,1,2047,6,1,1,1,High
1/7/2047,22.9,81,414,Karachi,7,0,1012,7,1,2047,0,0,0,0,High
1/8/2047,26.1,72,414.3,Karachi,18,0,1008,8,1,2047,1,0,0,0,Moderate
1/9/2047,27.9,81,411,Karachi,9,0,1011,9,1,2047,2,0,0,0,High
1/10/2047,27.6,85,421.2,Karachi,15,0.3,1007,10,1,2047,3,1,0,1,High
1/11/2047,31,83,422.3,Karachi,10,0.2,1014,11,1,2047,4,1,1,1,High
1/12/2047,24.8,85,412.7,Karachi,5,0.1,1006,12,1,2047,5,1,0,0,High
1/13/2047,28.8,73,418.7,Karachi,6,0,1010,13,1,2047,6,0,0,1,Moderate
1/14/2047,26.3,78,414.7,Karachi,11,0,1009,14,1,2047,0,0,0,0,Moderate
1/15/2047,28.9,75,419.8,Karachi,13,0.1,1005,15,1,2047,1,1,0,1,Moderate
1/16/2047,27.8,89,416,Karachi,17,0,1007,16,1,2047,2,0,0,1,High
1/17/2047,28.3,83,415.3,Karachi,18,0.1,1011,17,1,2047,3,1,0,1,High
1/18/2047,26.4,94,407.5,Karachi,14,0.1,1007,18,1,2047,4,1,0,0,High
1/19/2047,26.5,78,412.4,Karachi,8,0.1,1008,19,1,2047,5,1,0,0,Moderate
1/20/2047,28.9,76,415.1,Karachi,9,0.1,1011,20,1,2047,6,1,0,1,Moderate
1/21/2047,30.8,79,415.6,Karachi,16,0,1013,21,1,2047,0,0,1,1,Moderate
1/22/2047,26.2,87,411.4,Karachi,8,0.2,1012,22,1,2047,1,1,0,0,High
1/23/2047,25.4,78,412.8,Karachi,15,0.1,1010,23,1,2047,2,1,0,0,Moderate
1/24/2047,29.8,81,416.7,Karachi,7,0.1,1011,24,1,2047,3,1,0,1,High
1/25/2047,27.9,80,410.9,Karachi,14,0,1010,25,1,2047,4,0,0,0,Moderate
1/26/2047,30.5,80,415.4,Karachi,6,0.1,1007,26,1,2047,5,1,1,1,Moderate
1/27/2047,25.3,77,418.7,Karachi,18,0.3,1011,27,1,2047,6,1,0,1,Moderate
1/28/2047,22.7,79,416.2,Karachi,7,0.1,1007,28,1,2047,0,1,0,1,Moderate
1/29/2047,26.4,79,416,Karachi,19,0.1,1012,29,1,2047,1,1,0,1,Moderate
1/30/2047,25.7,80,408.9,Karachi,6,0.2,1010,30,1,2047,2,1,0,0,Moderate
1/31/2047,27.8,85,412.5,Karachi,18,0.1,1004,31,1,2047,3,1,0,0,High
2/1/2047,26.1,89,421.2,Karachi,12,0.2,1013,1,2,2047,4,1,0,1,High
2/2/2047,30.2,76,413.2,Karachi,5,0.1,1008,2,2,2047,5,1,1,0,Moderate
2/3/2047,27.1,78,418.8,Karachi,9,0.1,1008,3,2,2047,6,1,0,1,Moderate
2/4/2047,28.5,76,413.2,Karachi,5,0.1,1013,4,2,2047,0,1,0,0,Moderate
2/5/2047,28.5,81,414.2,Karachi,9,0,1010,5,2,2047,1,0,0,0,High
2/6/2047,28.6,77,416.5,Karachi,18,0.1,1012,6,2,2047,2,1,0,1,Moderate
2/7/2047,27.9,81,415.3,Karachi,7,0,1008,7,2,2047,3,0,0,1,High
2/8/2047,29.5,86,416.1,Karachi,19,0.1,1012,8,2,2047,4,1,0,1,High
2/9/2047,25.6,67,412.5,Karachi,13,0.1,1011,9,2,2047,5,1,0,0,Moderate
2/10/2047,32.2,82,411.6,Karachi,19,0.1,1011,10,2,2047,6,1,1,0,High
2/11/2047,27.3,78,412.3,Karachi,16,0,1009,11,2,2047,0,0,0,0,Moderate
2/12/2047,24.1,82,413.4,Karachi,5,0,1015,12,2,2047,1,0,0,0,High
2/13/2047,28.6,76,414.3,Karachi,14,0,1016,13,2,2047,2,0,0,0,Moderate
2/14/2047,25.4,86,418.1,Karachi,5,0.2,1003,14,2,2047,3,1,0,1,High
2/15/2047,30,85,415.3,Karachi,12,0.2,1013,15,2,2047,4,1,0,1,High
2/16/2047,34.6,83,416.5,Karachi,7,0.2,1007,16,2,2047,5,1,1,1,High
2/17/2047,25.6,84,415.4,Karachi,15,0,1012,17,2,2047,6,0,0,1,High
2/18/2047,29,76,411.7,Karachi,11,0,1005,18,2,2047,0,0,0,0,Moderate
2/19/2047,22.7,77,415.1,Karachi,14,0.2,1011,19,2,2047,1,1,0,1,Moderate
2/20/2047,29.4,84,415.4,Karachi,9,0,1007,20,2,2047,2,0,0,1,High
2/21/2047,25.3,76,417.3,Karachi,6,0.1,1009,21,2,2047,3,1,0,1,Moderate
2/22/2047,26.1,87,411.8,Karachi,18,0.2,1009,22,2,2047,4,1,0,0,High
2/23/2047,24.7,78,408.9,Karachi,17,0.1,1008,23,2,2047,5,1,0,0,Moderate
2/24/2047,30.2,83,415.5,Karachi,15,0.1,1008,24,2,2047,6,1,1,1,High
2/25/2047,31,90,416.1,Karachi,11,0,1009,25,2,2047,0,0,1,1,High
2/26/2047,28.1,76,414.5,Karachi,11,0.3,1010,26,2,2047,1,1,0,0,Moderate
2/27/2047,25.4,80,415.1,Karachi,7,0,1011,27,2,2047,2,0,0,1,Moderate
2/28/2047,32.8,85,417.6,Karachi,10,0,1016,28,2,2047,3,0,1,1,High
3/1/2047,25.7,85,413.6,Karachi,9,0.1,1007,1,3,2047,4,1,0,0,High
3/2/2047,21.5,78,414.2,Karachi,5,0,1010,2,3,2047,5,0,0,0,Moderate
3/3/2047,29.4,77,415.2,Karachi,5,0.1,1012,3,3,2047,6,1,0,1,Moderate
3/4/2047,24.7,79,411.3,Karachi,6,0.1,1008,4,3,2047,0,1,0,0,Moderate
3/5/2047,31,87,414.5,Karachi,11,0,1003,5,3,2047,1,0,1,0,High
3/6/2047,26.9,79,414.8,Karachi,7,0,1004,6,3,2047,2,0,0,0,Moderate
3/7/2047,29.8,80,419.9,Karachi,13,0,1003,7,3,2047,3,0,0,1,Moderate
3/8/2047,32.2,78,414.1,Karachi,7,0,1015,8,3,2047,4,0,1,0,Moderate
3/9/2047,24.4,84,415.6,Karachi,14,0,1012,9,3,2047,5,0,0,1,High
3/10/2047,26.3,81,417.8,Karachi,8,0.2,1012,10,3,2047,6,1,0,1,High
3/11/2047,27.8,75,412.5,Karachi,15,0,1013,11,3,2047,0,0,0,0,Moderate
3/12/2047,32.6,75,419.1,Karachi,12,0,1008,12,3,2047,1,0,1,1,Moderate
3/13/2047,26,70,420.3,Karachi,8,0,1017,13,3,2047,2,0,0,1,Moderate
3/14/2047,26.2,76,414.9,Karachi,11,0.1,1011,14,3,2047,3,1,0,0,Moderate
3/15/2047,29.4,84,413.4,Karachi,15,0.1,1010,15,3,2047,4,1,0,0,High
3/16/2047,26.3,87,419.9,Karachi,9,0.3,1013,16,3,2047,5,1,0,1,High
3/17/2047,28.5,83,417.4,Karachi,10,0.1,1012,17,3,2047,6,1,0,1,High
3/18/2047,23.3,83,415.2,Karachi,12,0,1014,18,3,2047,0,0,0,1,High
3/19/2047,34.6,79,419.3,Karachi,8,0,1014,19,3,2047,1,0,1,1,Moderate
3/20/2047,24,84,419,Karachi,17,0,1009,20,3,2047,2,0,0,1,High
3/21/2047,27,81,414,Karachi,10,0.2,1011,21,3,2047,3,1,0,0,High
3/22/2047,27.9,89,415.7,Karachi,17,0.1,1007,22,3,2047,4,1,0,1,High
3/23/2047,33.7,80,416.7,Karachi,14,0,1005,23,3,2047,5,0,1,1,Moderate
3/24/2047,24,87,415.1,Karachi,6,0.2,1013,24,3,2047,6,1,0,1,High
3/25/2047,34,84,410.8,Karachi,13,0.2,1013,25,3,2047,0,1,1,0,High
3/26/2047,30.3,84,412.2,Karachi,16,0.2,1004,26,3,2047,1,1,1,0,High
3/27/2047,29.3,70,410.9,Karachi,13,0,1008,27,3,2047,2,0,0,0,Moderate
3/28/2047,25,85,416.5,Karachi,19,0,1010,28,3,2047,3,0,0,1,High
3/29/2047,29.7,79,411.4,Karachi,16,0,1010,29,3,2047,4,0,0,0,Moderate
3/30/2047,25.8,78,415.6,Karachi,14,0.1,1016,30,3,2047,5,1,0,1,Moderate
3/31/2047,31.8,73,420.5,Karachi,14,0.1,1008,31,3,2047,6,1,1,1,Moderate
4/1/2047,25.1,80,419.3,Karachi,10,0.2,1009,1,4,2047,0,1,0,1,Moderate
4/2/2047,27.7,80,409.5,Karachi,10,0,1012,2,4,2047,1,0,0,0,Moderate
4/3/2047,26.3,73,411.2,Karachi,14,0.1,1009,3,4,2047,2,1,0,0,Moderate
4/4/2047,25,73,412.7,Karachi,11,0.2,1008,4,4,2047,3,1,0,0,Moderate
4/5/2047,30.2,82,411.5,Karachi,8,0,1008,5,4,2047,4,0,1,0,High
4/6/2047,29.6,84,410,Karachi,11,0,1011,6,4,2047,5,0,0,0,High
4/7/2047,31.6,81,415,Karachi,19,0.1,1009,7,4,2047,6,1,1,0,High
4/8/2047,22.7,86,417.1,Karachi,14,0.1,1012,8,4,2047,0,1,0,1,High
4/9/2047,31.2,80,417.9,Karachi,5,0.3,1011,9,4,2047,1,1,1,1,Moderate
4/10/2047,35.5,80,413.6,Karachi,17,0.2,1001,10,4,2047,2,1,1,0,Moderate
4/11/2047,26.6,75,414.2,Karachi,18,0.2,1005,11,4,2047,3,1,0,0,Moderate
4/12/2047,33.7,72,416.1,Karachi,11,0.1,1008,12,4,2047,4,1,1,1,Moderate
4/13/2047,27.2,89,414.7,Karachi,16,0,1013,13,4,2047,5,0,0,0,High
4/14/2047,23.9,86,417.4,Karachi,17,0.2,1008,14,4,2047,6,1,0,1,High
4/15/2047,27.1,73,416.3,Karachi,5,0.3,1011,15,4,2047,0,1,0,1,Moderate
4/16/2047,31.1,81,413.9,Karachi,15,0,1012,16,4,2047,1,0,1,0,High
4/17/2047,25.5,79,409.4,Karachi,18,0,1012,17,4,2047,2,0,0,0,Moderate
4/18/2047,26.2,79,419.5,Karachi,12,0.1,1008,18,4,2047,3,1,0,1,Moderate
4/19/2047,29.8,78,412.9,Karachi,14,0.3,1007,19,4,2047,4,1,0,0,Moderate
4/20/2047,28,82,416.1,Karachi,10,0,1006,20,4,2047,5,0,0,1,High
4/21/2047,29.8,84,409.3,Karachi,18,0.1,1019,21,4,2047,6,1,0,0,High
4/22/2047,28.7,82,415,Karachi,18,0.2,1011,22,4,2047,0,1,0,0,High
4/23/2047,29.4,79,415.3,Karachi,5,0.2,1016,23,4,2047,1,1,0,1,Moderate
4/24/2047,26.7,79,415.4,Karachi,15,0.1,1008,24,4,2047,2,1,0,1,Moderate
4/25/2047,28.7,85,424,Karachi,16,0.3,1014,25,4,2047,3,1,0,1,High
4/26/2047,25.2,82,413.1,Karachi,5,0,1009,26,4,2047,4,0,0,0,High
4/27/2047,31.9,80,417.5,Karachi,16,0,1010,27,4,2047,5,0,1,1,Moderate
4/28/2047,26.1,80,416.6,Karachi,17,0,1009,28,4,2047,6,0,0,1,Moderate
4/29/2047,31.4,82,413,Karachi,17,0,1007,29,4,2047,0,0,1,0,High
4/30/2047,27.3,78,417.4,Karachi,8,0,1007,30,4,2047,1,0,0,1,Moderate
5/1/2047,28.6,84,414.5,Karachi,11,0,1010,1,5,2047,2,0,0,0,High
5/2/2047,26.5,75,417.6,Karachi,9,0.1,1008,2,5,2047,3,1,0,1,Moderate
5/3/2047,25,78,420.9,Karachi,9,0.1,1010,3,5,2047,4,1,0,1,Moderate
5/4/2047,22.8,83,415.5,Karachi,12,0.1,1007,4,5,2047,5,1,0,1,High
5/5/2047,24.8,74,414.2,Karachi,6,0,1012,5,5,2047,6,0,0,0,Moderate
5/6/2047,27,72,418.2,Karachi,8,0,1009,6,5,2047,0,0,0,1,Moderate
5/7/2047,28.6,80,419.2,Karachi,8,0,1015,7,5,2047,1,0,0,1,Moderate
5/8/2047,31,72,412.4,Karachi,15,0,1010,8,5,2047,2,0,1,0,Moderate
5/9/2047,26.7,74,413.6,Karachi,12,0,1010,9,5,2047,3,0,0,0,Moderate
5/10/2047,25.4,84,417,Karachi,10,0,1015,10,5,2047,4,0,0,1,High
5/11/2047,23.7,79,414.6,Karachi,14,0.1,1009,11,5,2047,5,1,0,0,Moderate
5/12/2047,29.4,86,412.1,Karachi,13,0,1009,12,5,2047,6,0,0,0,High
5/13/2047,32.1,74,416.6,Karachi,14,0,1008,13,5,2047,0,0,1,1,Moderate
5/14/2047,31.8,80,417,Karachi,13,0,1011,14,5,2047,1,0,1,1,Moderate
5/15/2047,30.1,82,414,Karachi,8,0.2,1008,15,5,2047,2,1,1,0,High
5/16/2047,29.9,74,415.2,Karachi,14,0,1012,16,5,2047,3,0,0,1,Moderate
5/17/2047,33.1,85,413.3,Karachi,11,0,1010,17,5,2047,4,0,1,0,High
5/18/2047,29,83,411.7,Karachi,7,0,1013,18,5,2047,5,0,0,0,High
5/19/2047,29.9,72,413.5,Karachi,10,0.1,1012,19,5,2047,6,1,0,0,Moderate
5/20/2047,27,80,415.2,Karachi,17,0.1,1008,20,5,2047,0,1,0,1,Moderate
5/21/2047,23.9,82,410.6,Karachi,5,0,1008,21,5,2047,1,0,0,0,High
5/22/2047,25.9,77,413.7,Karachi,9,0.1,1009,22,5,2047,2,1,0,0,Moderate
5/23/2047,28,73,415.3,Karachi,10,0.1,1010,23,5,2047,3,1,0,1,Moderate
5/24/2047,28.2,81,418.6,Karachi,16,0,1011,24,5,2047,4,0,0,1,High
5/25/2047,33.8,91,414.1,Karachi,16,0,1011,25,5,2047,5,0,1,0,High
5/26/2047,28.2,78,411.3,Karachi,16,0.4,1010,26,5,2047,6,1,0,0,Moderate
5/27/2047,31.5,88,414.4,Karachi,9,0.1,1008,27,5,2047,0,1,1,0,High
5/28/2047,26.7,76,413.3,Karachi,18,0.1,1008,28,5,2047,1,1,0,0,Moderate
5/29/2047,27.1,81,416.7,Karachi,11,0,1012,29,5,2047,2,0,0,1,High
5/30/2047,24,84,414,Karachi,16,0.2,1008,30,5,2047,3,1,0,0,High
5/31/2047,25.8,80,406.9,Karachi,8,0,1012,31,5,2047,4,0,0,0,Moderate
6/1/2047,29.6,79,426.1,Karachi,9,0,1012,1,6,2047,5,0,0,1,Moderate
6/2/2047,28,84,415.4,Karachi,8,0.1,1015,2,6,2047,6,1,0,1,High
6/3/2047,30.8,89,415.3,Karachi,18,0.1,1009,3,6,2047,0,1,1,1,High
6/4/2047,28.5,82,410.4,Karachi,13,0.4,1009,4,6,2047,1,1,0,0,High
6/5/2047,26.9,77,410.6,Karachi,6,0,1003,5,6,2047,2,0,0,0,Moderate
6/6/2047,34.4,79,414.7,Karachi,5,0.1,1007,6,6,2047,3,1,1,0,Moderate
6/7/2047,27.7,93,416,Karachi,19,0,1007,7,6,2047,4,0,0,1,High
6/8/2047,31.5,81,417.1,Karachi,8,0.1,1012,8,6,2047,5,1,1,1,High
6/9/2047,26.8,77,415.7,Karachi,18,0,1015,9,6,2047,6,0,0,1,Moderate
6/10/2047,30.1,74,411.4,Karachi,18,0.1,1012,10,6,2047,0,1,1,0,Moderate
6/11/2047,30.8,71,407.5,Karachi,16,0,1013,11,6,2047,1,0,1,0,Moderate
6/12/2047,28.6,82,414.7,Karachi,19,0.1,1008,12,6,2047,2,1,0,0,High
6/13/2047,20.9,83,413.4,Karachi,19,0.1,1006,13,6,2047,3,1,0,0,High
6/14/2047,28.1,78,411.2,Karachi,16,0,1009,14,6,2047,4,0,0,0,Moderate
6/15/2047,31.7,80,417.5,Karachi,16,0.1,1008,15,6,2047,5,1,1,1,Moderate
6/16/2047,29.6,74,410.3,Karachi,17,0,1007,16,6,2047,6,0,0,0,Moderate
6/17/2047,29.3,81,416.9,Karachi,10,0.2,1011,17,6,2047,0,1,0,1,High
6/18/2047,22.8,82,410.8,Karachi,14,0.1,1006,18,6,2047,1,1,0,0,High
6/19/2047,25.8,77,415.4,Karachi,17,0.2,1012,19,6,2047,2,1,0,1,Moderate
6/20/2047,29.2,88,417.8,Karachi,17,0,1009,20,6,2047,3,0,0,1,High
6/21/2047,29.2,76,414,Karachi,18,0,1010,21,6,2047,4,0,0,0,Moderate
6/22/2047,31.6,81,420.1,Karachi,19,0,1010,22,6,2047,5,0,1,1,High
6/23/2047,27.6,84,420.8,Karachi,12,0,1009,23,6,2047,6,0,0,1,High
6/24/2047,29.2,80,415.7,Karachi,8,0,1014,24,6,2047,0,0,0,1,Moderate
6/25/2047,28,79,416.6,Karachi,5,0,1005,25,6,2047,1,0,0,1,Moderate
6/26/2047,25,73,418.2,Karachi,18,0.2,1014,26,6,2047,2,1,0,1,Moderate
6/27/2047,21.2,87,416.6,Karachi,13,0.1,1009,27,6,2047,3,1,0,1,High
6/28/2047,29.3,79,416.3,Karachi,7,0.1,1013,28,6,2047,4,1,0,1,Moderate
6/29/2047,28.5,83,413.4,Karachi,10,0.2,1011,29,6,2047,5,1,0,0,High
6/30/2047,26.1,83,409.9,Karachi,14,0,1013,30,6,2047,6,0,0,0,High
7/1/2047,23.1,77,410.8,Karachi,18,0.2,1010,1,7,2047,0,1,0,0,Moderate
7/2/2047,29.9,79,422.1,Karachi,12,0.1,1011,2,7,2047,1,1,0,1,Moderate
7/3/2047,27.2,87,416,Karachi,15,0,1013,3,7,2047,2,0,0,1,High
7/4/2047,29.7,74,414.3,Karachi,9,0.2,1010,4,7,2047,3,1,0,0,Moderate
7/5/2047,33.6,91,418.8,Karachi,15,0.1,1014,5,7,2047,4,1,1,1,High
7/6/2047,21.6,76,412.8,Karachi,11,0.1,1011,6,7,2047,5,1,0,0,Moderate
7/7/2047,25.9,74,416.7,Karachi,15,0.2,1008,7,7,2047,6,1,0,1,Moderate
7/8/2047,27.4,81,415.2,Karachi,18,0.2,1009,8,7,2047,0,1,0,1,High
7/9/2047,32.4,91,416.4,Karachi,15,0.2,1013,9,7,2047,1,1,1,1,High
7/10/2047,23.1,70,414,Karachi,14,0.1,1006,10,7,2047,2,1,0,0,Moderate
7/11/2047,33.8,79,412.1,Karachi,18,0.1,1012,11,7,2047,3,1,1,0,Moderate
7/12/2047,28.4,82,412.5,Karachi,13,0,1009,12,7,2047,4,0,0,0,High
7/13/2047,27.7,80,412.6,Karachi,5,0.2,1006,13,7,2047,5,1,0,0,Moderate
7/14/2047,27.4,82,415,Karachi,15,0,1011,14,7,2047,6,0,0,0,High
7/15/2047,26.7,76,410.3,Karachi,18,0.1,1008,15,7,2047,0,1,0,0,Moderate
7/16/2047,31.1,77,411.3,Karachi,12,0.2,1008,16,7,2047,1,1,1,0,Moderate
7/17/2047,24.8,79,415.4,Karachi,6,0.2,1008,17,7,2047,2,1,0,1,Moderate
7/18/2047,29,74,414.6,Karachi,5,0.3,1010,18,7,2047,3,1,0,0,Moderate
7/19/2047,26.8,80,415.6,Karachi,8,0,1009,19,7,2047,4,0,0,1,Moderate
7/20/2047,25.7,78,414.9,Karachi,10,0,1011,20,7,2047,5,0,0,0,Moderate
7/21/2047,35.8,78,422.6,Karachi,19,0.2,1013,21,7,2047,6,1,1,1,Moderate
7/22/2047,29.3,82,415.4,Karachi,18,0.1,1012,22,7,2047,0,1,0,1,High
7/23/2047,29.8,71,413.9,Karachi,12,0.2,1015,23,7,2047,1,1,0,0,Moderate
7/24/2047,31.4,79,415.3,Karachi,19,0.1,1016,24,7,2047,2,1,1,1,Moderate
7/25/2047,23.7,92,418.1,Karachi,5,0.2,1009,25,7,2047,3,1,0,1,High
7/26/2047,33.3,75,414.9,Karachi,5,0.1,1007,26,7,2047,4,1,1,0,Moderate
7/27/2047,20.5,86,417.1,Karachi,14,0.2,1009,27,7,2047,5,1,0,1,High
7/28/2047,25.7,80,416.2,Karachi,6,0,1010,28,7,2047,6,0,0,1,Moderate
7/29/2047,26.6,77,414.1,Karachi,13,0.3,1017,29,7,2047,0,1,0,0,Moderate
7/30/2047,29.7,73,415.3,Karachi,16,0,1009,30,7,2047,1,0,0,1,Moderate
7/31/2047,28.7,81,419.8,Karachi,8,0,1011,31,7,2047,2,0,0,1,High
8/1/2047,27.5,87,415.7,Karachi,11,0.1,1008,1,8,2047,3,1,0,1,High
8/2/2047,28,78,412,Karachi,7,0.1,1009,2,8,2047,4,1,0,0,Moderate
8/3/2047,25.1,80,414,Karachi,15,0.1,1006,3,8,2047,5,1,0,0,Moderate
8/4/2047,23.5,85,408.7,Karachi,5,0,1006,4,8,2047,6,0,0,0,High
8/5/2047,30.2,82,415.4,Karachi,5,0.1,1014,5,8,2047,0,1,1,1,High
8/6/2047,30.1,72,418.9,Karachi,13,0.2,1013,6,8,2047,1,1,1,1,Moderate
8/7/2047,32.8,80,411,Karachi,18,0.1,1009,7,8,2047,2,1,1,0,Moderate
8/8/2047,25.6,88,415.4,Karachi,8,0,1013,8,8,2047,3,0,0,1,High
8/9/2047,30.1,80,418,Karachi,17,0.1,1006,9,8,2047,4,1,1,1,Moderate
8/10/2047,27.1,66,418.3,Karachi,15,0.2,1009,10,8,2047,5,1,0,1,Moderate
8/11/2047,31.6,82,418.8,Karachi,7,0.2,1011,11,8,2047,6,1,1,1,High
8/12/2047,31.1,79,409.4,Karachi,9,0,1014,12,8,2047,0,0,1,0,Moderate
8/13/2047,28.6,71,416.5,Karachi,5,0,1011,13,8,2047,1,0,0,1,Moderate
8/14/2047,27,72,410.5,Karachi,7,0,1012,14,8,2047,2,0,0,0,Moderate
8/15/2047,30.9,85,412,Karachi,8,0.1,1009,15,8,2047,3,1,1,0,High
8/16/2047,29.9,76,417.5,Karachi,17,0.1,1011,16,8,2047,4,1,0,1,Moderate
8/17/2047,25.9,75,415.5,Karachi,16,0.1,1014,17,8,2047,5,1,0,1,Moderate
8/18/2047,24,80,417.2,Karachi,10,0.1,1005,18,8,2047,6,1,0,1,Moderate
8/19/2047,27.1,77,412.2,Karachi,13,0,1013,19,8,2047,0,0,0,0,Moderate
8/20/2047,32.5,81,419.4,Karachi,7,0,1009,20,8,2047,1,0,1,1,High
8/21/2047,31.4,79,417.1,Karachi,19,0.1,1006,21,8,2047,2,1,1,1,Moderate
8/22/2047,24.7,74,417.7,Karachi,8,0,1009,22,8,2047,3,0,0,1,Moderate
8/23/2047,24.5,77,411.8,Karachi,9,0.2,1014,23,8,2047,4,1,0,0,Moderate
8/24/2047,31.8,82,418.5,Karachi,19,0,1009,24,8,2047,5,0,1,1,High
8/25/2047,24.6,80,414.1,Karachi,12,0.1,1011,25,8,2047,6,1,0,0,Moderate
8/26/2047,29.5,80,413.2,Karachi,13,0,1005,26,8,2047,0,0,0,0,Moderate
8/27/2047,26.2,90,416.9,Karachi,7,0.1,1005,27,8,2047,1,1,0,1,High
8/28/2047,32.9,84,416.7,Karachi,7,0.1,1007,28,8,2047,2,1,1,1,High
8/29/2047,25.7,84,412.5,Karachi,11,0,1013,29,8,2047,3,0,0,0,High
8/30/2047,31.4,79,421.2,Karachi,13,0.1,1010,30,8,2047,4,1,1,1,Moderate
8/31/2047,28.6,81,420.4,Karachi,5,0,1013,31,8,2047,5,0,0,1,High
9/1/2047,28.8,78,416.8,Karachi,5,0.1,1013,1,9,2047,6,1,0,1,Moderate
9/2/2047,22.1,84,416.3,Karachi,18,0.1,1008,2,9,2047,0,1,0,1,High
9/3/2047,21.4,79,416,Karachi,16,0.1,1015,3,9,2047,1,1,0,1,Moderate
9/4/2047,27.3,81,410.4,Karachi,6,0.1,1008,4,9,2047,2,1,0,0,High
9/5/2047,28.7,81,415.3,Karachi,10,0,1013,5,9,2047,3,0,0,1,High
9/6/2047,24.6,80,415.3,Karachi,7,0,1013,6,9,2047,4,0,0,1,Moderate
9/7/2047,24.7,95,413.3,Karachi,19,0,1010,7,9,2047,5,0,0,0,High
9/8/2047,29.7,77,414.1,Karachi,16,0,1010,8,9,2047,6,0,0,0,Moderate
9/9/2047,29.7,77,407.9,Karachi,12,0.1,1011,9,9,2047,0,1,0,0,Moderate
9/10/2047,27.6,83,411.7,Karachi,9,0.1,1010,10,9,2047,1,1,0,0,High
9/11/2047,30.3,77,417.8,Karachi,7,0.1,1009,11,9,2047,2,1,1,1,Moderate
9/12/2047,24.5,79,420.2,Karachi,18,0.2,1009,12,9,2047,3,1,0,1,Moderate
9/13/2047,26.9,75,412.2,Karachi,12,0.1,1009,13,9,2047,4,1,0,0,Moderate
